Chapter,Media Link,Media Credit,Media Credit Link,Description,Zoom,Marker,Marker Color,Location,Latitude,Longitude,Overlay,Overlay Transparency,GeoJSON Overlay,GeoJSON Feature Properties
Kanji Rumbi,media/pidiejaya/kanjirumbi.png,Source: Nurzahri (2020),https://www.popularitas.com/berita/kanji-kuliner-khas-bulan-ramadan-di-serambi-makah/,"Bubur Kanji merupakan makanan yang terbuat dari beras putih dengan racikan rempah khas Pidie Jaya. Kuliner ini sering diburu kala Ramadhan, selain rasanya yang gurih kuliner ini juga bermanfaat menghangatkan tubuh saat musim dingin. <br><br>Bubur kanji dibagi menjadi 4 jenis, yaitu: <br>1. Ie Bu, merupakan kanji biasa yang dimasak dengan bahan utama saja seperti, beras, santan, garam dan air. <br>2. Ie Bu Leumak, merupakan kanji yang dimasak seperti menumis ikan atau daging, dimana semua bahan-bahannya digiling halus. Adapun bahan yang diperlukan untuk memasak ie bu leumak adalah, beras, santan, garam, air, minyak kelapa, kulit manis, bawang merah, sereh, jahe, daun temurui dan cengkih. <br>3. Ie Bu Kanji, merupakan kanji yang hampir sama seperti kedua jenis diatas, hanya saja ada bahan tambahannya. Bahan tambahannya hanyalah salah satu dari hal berikut ini yaitu, irisan daging sapi, daging bebek, daging ayam, daging kepiting ataupun udang. <br>4. Ie Bu On Kaye, merupakan kanji yang jarang dimasak. Ie bu on kaye tidak menggunakan santan sebagai bahannya, hanya beras, air dan 44 macam daun kayu (dalam bahasa Aceh “on kaye peuet ploh peuet”). <br>Proses dimasaknya keempat jenis bubur kanji diatas adalah menggunakan belanga berukuran besar dan dibakar diatas tungku api. <br><br>Bubur Kanji ini bisa ditemukan di salah satu tempat seperti di <a href='https://goo.gl/maps/eWsriaxWmALbpsHVA' target='_blank'>Kanji Rumbi Ulee Glee</a> di Desa Muko Kuthang, Kecamatan Bandar Dua, Kabupaten Pidie Jaya, Aceh, Indonesia.",16,Plain,red,"Desa Muko Kuthang, Kecamatan Bandar Dua, Kabupaten Pidie Jaya, Aceh, Indonesia.","5,19644286","96,3237899",,,,
Kuah Pliek,media/pidiejaya/kuahpliek.png,Source: Ichsan Ramadhan (2022),https://seringjalan.com/6-makanan-khas-meureudu-kabupaten-pidie-jaya/,"Kuah Pliek U merupakan makanan berkhasiat khas Sigli yang kaya akan rempah-rempah dan protein. Hidangan yang dipenuhi dengan bahan vegetarian yang sederhana ini memiliki rasa pedas dan segar. Makanan yang hampir mirip dengan gulai dan tidak ditumis ini sangat disukai oleh masyarakat Aceh. Yang menjadi pembeda antara kuah pliek u dengan sayuran lemak lainnya adalah bumbu yang digunakan, yakni pliek u. Pliek u atau patarana merupakan ampas kelapa yang sudah mengalami proses pembusukan dari pembuatan minyak kelapa. <br><br>Adapun bahan yang digunakan untuk membuat kuah pliek u terdiri dari, ¼ kg kacang panjang, 4 ikat daun melinjo, 1 ons buah melinjo, 2 kg nangka muda, 10 buah terong hijau, 1 buah labu siam, 200 gr pliek u, 1 batang kecombrang, 2 batang sereh, 5 lembar daun jeruk, 10 lembar daun temurui, 5 buah cabai hijau, 8 siung bawang merah, 3 siung bawang putih, 10 buah cabai rawit, 6 buah cabai merah, 2 sdm ketumbar, 1 ruas jahe, 1 ruas kunyit, 6 buah asam sunti, ½ sdt lada, 2 sdm kelapa gongseng, 2 liter santan dan garam secukupnya. <br>Adapun bahan pelengkap lainnya yang boleh ditambahkan adalah chu (keong hitam), udang sedang yang sudah dikupas kulitnya atau kikil. <br><br>Adapun langkah-langkah yang dilakukan untuk membuah kuah pliek u ialah sebagai berikut: <br>1. Potong-potong ¼ kg kacang panjang, 4 ikat daun melinjo, 1 ons buah melinjo, 2 kg nangka muda, 10 buah terong hijau dan 1 buah labu siam. Cuci bersih dan tiriskan. <br>2. Panaskan air hingga mendidih, kemudian rebus kacang panjang dan buah melinjo selama 2-5 menit, lalu tiriskan. <br>3. Jika ingin memakai bahan tambahan sebagai pelengkap kuah, bahan tersebut direbus hingga empuk, kemudian tiriskan. <br>4. Haluskan 5 siung bawang merah, 3 siung bawang putih, 10 buah cabai rawit, 6 buah cabai merah, 2 sdm ketumbar, 1 ruas jahe, 1 ruas kunyit, 6 buah asam sunti, ½ sdt lada dan 2 sdm kelapa gongseng. <br>5. Rajang halus 5 buah cabai hijau, 3 siung bawang merah, 1 batang kecombrang dan 2 batang sereh. <br>6. Siapkan belanga. Masukkan sayur-sayuran yang sudah disiapkan, bahan tambahan jika diinginkan, bumbu halus, bumbu ranjang, campurkan semuanya. Kemudian masukkan air, lalu direbus. <br>7. Sesudah semua bahan layu dan berasap, masukkan santan sembari disaring bersama 200 gr pliek u. Aduk dan jaga agar santan tidak pecah. <br>8. Koreksi rasa, kemudian masukkan 5 lembar daun jeruk, 10 lembar daun temurui dan garam. Jika sudah matang, kuah pliek u siap disajikan dengan nasi putih dan ditemani lauk lainnya seperti ikan asin atau telur asin. <br><br>Kuah Pliek U ini bisa ditemukan di salah satu tempat seperti di <a href='https://goo.gl/maps/VkEXrkDGDxuTbGih6' target='_blank'>Warung Kuah Pliek Cek Yus</a> di Jl. Iskandar Muda, Desa Beuringen, Kecamatan Meurah Dua, Kabupaten Pidie Jaya, Aceh, Indonesia.",16,Plain,red,"Jl. Iskandar Muda, Desa Beuringen, Kecamatan Meurah Dua, Kabupaten Pidie Jaya, Aceh, Indonesia.","5,2519376","96,2614091",,,,
Keumamah Teucah,media/pidiejaya/keumamahteucah.png,Source: Sinta Listiyana (2021),https://www.idntimes.com/food/diet/sinta-listiyana-2/makanan-khas-pidie-jaya-c1c2?page=all,"Keumamah Teucah merupakan makanan khas Pidie Jaya. Kuliner ini terbuat dari olahan ikan tuna yang telah di rebus kemudian di keringkan atau masyarakat menyebutnya ikan kayu. Kuliner legendaris ini sangat digemari oleh para pejuang dahulu untuk melawan penjajah, dikarenakan olahan ini bisa bertahan lama guna memenuhi kebutuhan gizi pejuang kala itu. Memiliki rasa yang gurih dan pedas menjadikan kuliner ini sangat disukai dari berbagai kalangan. <br><br>Adapun bahan-bahan yang diperlukan untuk membuat hidangan ini adalah sebagai berikut, 1 ons ikan kayu, 5 buah cabe merah, 8 biji cabe rawit, 4 siung bawang putih, 8 siung bawang merah, 10 biji asam sunti, 1 ruas jari jahe, 2 tangkai daun temurui dan garam secukupnya. <br><br>Pengolahannya sangat mudah, berikut langkah-langkahnya: <br>1. Rendam ikan kayu dengan air panas selama 10 menit, tiriskan. Kemudian suir-suir halus. <br>2. Haluskan buah cabe merah, 8 biji cabe rawit, 4 siung bawang putih, 8 siung bawang merah, 10 biji asam sunti dan 1 ruas jari jahe. <br>3. Panaskan minya, kemudian tumis bumbu yang sudah dihaluskan hingga harum. <br>4. Masukkan ikan dan daun temurui, aduk. <br>5. Tambahkan sedikit air, aduk hingga menyusut dan bumbu meresap. Sajikan. <br><br>Olahan ini bisa ditemukan di salah satu tempat seperti di <a href='https://goo.gl/maps/6t2d7UWzzo5DsDKC6' target='_blank'>RM. Blang Dalam</a> di Jl. Medan - Banda Aceh, Desa Blang Dalam, Kecamatan Bandar Dua, Kabupaten Pidie Jaya, Aceh, Indonesia.",16,Plain,red,"Jl. Medan - Banda Aceh, Desa Blang Dalam, Kecamatan Bandar Dua, Kabupaten Pidie Jaya, Aceh, Indonesia.","5,20576382","96,3102857",,,,
Kue Adee,media/pidiejaya/kueadee.png,Source: Sahabat Lokal (2018),https://www.adira.co.id/sahabatlokal/article_short/metalink/kue-adee-kak-nah-aceh,"Kue Adee atau bingkang merupakan peunajoh khas Meureudu, Pidie Jaya. Kue tradisional ini dibuat dari campuran adonan tepung terigu dan singkong. Perpaduan dua elemen tersebut menghasilkan tekstur yang legit serta gurih saat masuk ke dalam mulut. Makanan khas ini biasa dihidangkan untuk tamu yang sedang berkunjung ke kediaman warga. Namun banyak juga yang kini menjadikannya sebagai oleh-oleh untuk dibawa pulang ke tempat asal. <br><br>Adapun bahan-bahan untuk pembuatan kue ini adalah sebagai berikut, 500 ml santan kental, 300 gram tepung terigu, 250 gram gula pasir, 5 butir telur bebek, 3 sendok makan margarin dicairkan, ½ sendok teh garam dan ½ sendok teh vanili. <br><br>Proses pembuatannya cukup mudah, yakni sebagai berikut: <br>1. Kocok telur bersama dengan gula pasir sampai benar-benar mengembang, setelah itu tambahkan dengan santan kental, lalu kocok kembali hingga rata. <br>2. Tambahkan dengan tepung terigu sedikit demi sedikit sambil di aduk sampai rata, masukkan pula mentega yang sudah di cairkan, aduk kembali hingga rata. <br>3. Siapkan loyang yang sudah di oles dengan margarin, lalu masukkan adonan ke dalam loyang. <br>4. Panggang kue di dalam oven hingga matang dan menjadi padat, angkat dan dinginkan. Potong-potong sesuai selera. <br>5. Sajikan makanan kue adee ini untuk orang-orang tersayang, akan lebih afdhol ditambah dengan secangkir kopi. <br><br>Olahan kue ini bisa ditemukan di salah satu tempat seperti di <a href='https://goo.gl/maps/U5gdr99m1xsYnctJA' target='_blank'>Toko Kue Adee Kak Nah</a> di Jl. Medan - Banda Aceh, Desa Meunasah Bie, Kecamatan Meurah Dua, Kabupaten Pidie Jaya, Aceh, Indonesia.",16,Plain,purple,"Jl. Medan - Banda Aceh, Desa Meunasah Bie, Kecamatan Meurah Dua, Kabupaten Pidie Jaya, Aceh, Indonesia.","5,23276412","96,2613068",,,,
Pisang Sale,media/pidiejaya/pisangsale.png,Source: Tokopedia,https://inkuiri.net/o/large/https%2Fimages.tokopedia.net%2Fimg%2Fcache%2F700%2FVqbcmM%2F2021%2F9%2F1%2F44c575a2-fc25-47b0-bb2b-105f5f5bdfb3.jpg,"Pisang sale merupakan salah satu kuliner khas Pidie Jaya yang sudah ada sejak zaman dahulu. Kuliner ini terbuat dari olahan pisang yang dicampur dengan gula tebu kemudian diasapkan. Rasanya yang manis menjadikan pisang sale banyak diminati oleh masyarakat. <br><br>Bahan yang diperlukan untuk panganan ini adalah, 1 sisir pisang, 15 gr gula tebu, garam dan kayu bakar secukupnya. <br><br>Cara membuatnya sebagai berikut: <br>1. Terlebih dahulu kupas pisang yang telah tua dan matang lalu kerik sedikit bagian luarnya agar bersih. Letakkanlah pisang di atas nampan lalu asapkan dengan menggunakan asap kayu bakar selama 2 jam. Jemurlah pisang di atas rak penjemuran yang beralaskan merang selama 4-5 hari. <br>2. Bersamaan dengan dijemur, sewaktu-waktu pisang dipipihkan (dipres) dengan kayu bundar atau bambu. <br>3. Setelah dijemur, bungkuslah pisang menggunakan daun pisang kering. Kemudian lapiskan dengan plastik dan siap untuk disajikan. <br><br>Olahan kue ini bisa ditemukan di salah satu tempat seperti di <a href='https://goo.gl/maps/U5gdr99m1xsYnctJA' target='_blank'>Toko Kue Adee Kak Nah</a> di Jl. Medan - Banda Aceh, Desa Meunasah Bie, Kecamatan Meurah Dua, Kabupaten Pidie Jaya, Aceh, Indonesia.",16,Plain,purple,"Jl. Medan - Banda Aceh, Desa Meunasah Bie, Kecamatan Meurah Dua, Kabupaten Pidie Jaya, Aceh, Indonesia.","5,23276412","96,2613068",,,,
Salak Pliek,media/pidiejaya/salakpliek.png,Screenshot of linked Google Maps,https://goo.gl/maps/Re9vvLYQ1J5xRnRY8,"Salak Pliek U merupakan manisan khas Pidie Jaya. Peunajoh kha ini sangat digemari oleh masyarakat karena rasanya yang segar, asam, manis dan unik ini. Warga Pidie Jaya menyebut olahan ini sebagai rujaknya Pijay, sebutan yang sangat mudah diingat. br><br>Bahan yang diperlukan untuk panganan ini adalah, 1 kg salak biasa (bukan salak pondoh, 1 ons pliek u kering, 5 sdm gula pasir, 5 buah cabai rawit, garam dan air secukupnya. <br><br>Cara membuatnya sebagai berikut: <br>1. Bersihkan salak, kupas kulitnya serta iris kecil kecil daging buahnya seukuran sesuai selera. <br>2. Irisan salak di sirami garam ½ sdt, diremas-remas dengan baluran garam hingga keluar air perasan warna putih. <br>3. Cuci bersih dan iriskan potongan salak. <br>4. Campurkan pliek u atau batarana di tempatkan di tempat ulekan, tambahkan cabai rawit, garam & gula pasir atau boleh diganti dengan gula aren. <br>5. Semua bahan itu di ulek hingga menyatu halus menjadi adonan bumbu yang khas. <br>6. Campurkan adonan bumbu ulekan dengan irisan salak yang sudah diiriskan. <br>7. Peras air jeruk nipis secukupnya dan siap disajikan. <br><br>Olahan rujak ini bisa ditemukan di salah satu tempat seperti di <a href='https://goo.gl/maps/nTuuyKUHzBvev7xN6' target='_blank'>Warung Rujak Salak Pliek Indatu</a> di Desa Balee Ulim, Kecamatan Ulim, Kabupaten Pidie Jaya, Aceh, Indonesia.",16,Plain,purple,"Desa Balee Ulim, Kecamatan Ulim, Kabupaten Pidie Jaya, Aceh, Indonesia.","5,22326664","96,3009605",,,,
Pliek U,media/pidiejaya/pliku.png,Source: Cookped (2021),https://cookpad.com/id/resep/14738952-pliek-ue-kelapa-fermentasi-patarana?ref=search&search_term=Bumbu%20Plik%20U,"Pliek u adalah hasil fermentasi kelapa yang didiamkan selama lebih kurang lima belas hari. Dengan kata lain, pliek u adalah daging kelapa yang dibusukkan dalam kurun waktu tertentu agar minyaknya keluar. Proses pembuatan pliek u memakan waktu lama, yakni dari daging kelapa yang diparut, kemudian diperas dengan peunerah (alat pemeras minyak) agar minyaknya benar-benar keluar, selanjutnya dikeringkan beberapa hari. Kelapa yang sudah berubah dari tekstur yang lembut, kemudian dijemur, dipanas matahari sehingga kelapa tersebut mengeluarkan minyak. Setiap hari setelah penjemuran diambil minyaknya secara berulang-ulang, sehingga minyaknya habis diperas. Sisa dari hasil perasan itu disebut pliek u. Pliek u ini hampir seluruh Aceh bagian pesisir menggunakannya sebagai bahan dasar untuk membuat gulai pliek u dan kuliner lainnya. <br><br>Bumbu ini bisa ditemukan di salah satu tempat seperti di <a href='https://goo.gl/maps/VkEXrkDGDxuTbGih6' target='_blank'>Warung Kuah Pliek Cek Yus</a> di Jl. Iskandar Muda, Desa Beuringen, Kecamatan Meurah Dua, Kabupaten Pidie Jaya, Aceh, Indonesia.",16,Plain,green,"Jl. Iskandar Muda, Desa Beuringen, Kecamatan Meurah Dua, Kabupaten Pidie Jaya, Aceh, Indonesia.","5,251764","96,2611468",,,,
Kota Lhokseumawe,,,,"Kota Lhokseumawe berasal dari kata Lhok dan Seumawe yang berarti air yang berputar-putar. Kota Lhokseumawe merupakan kota transit antara Medan dan Banda Aceh. Hal ini mengarahkan Kota Lhokseumawe pada perekonomian sektor perdagangan, hotel dan restoran. <br><br>Berikut ini ditampilkan kuliner tradisional khas Kota Lhokseumawe.",12,Hidden,,Kota Lhokseumawe,"5,1903499","97,1412781",,,,
Roti Cane Kari Kambing,media/lhokseumawe/canaikambing.PNG,Screenshot of linked Google Maps,https://goo.gl/maps/M49rnM6MVTcJZw7f6,"Roti Cane Kari Kambing merupakan perpaduan makanan khas Kota Lhokseumawe. Roti Cane memiliki rasa yang manis dan gurih serta bentuknya pipih dan bertekstur renyah.. Sementara kari kambing memiliki rasa yang pedas dan bertekstur kental. Hidangan asal India ini sangat cocok dinikmati secara bersamaan. Cara memakannya, yaitu dengan menyobek roti cane lalu dicelupkan ke dalam kuah kari. <br><br>Adapun bahan yang diperlukan untuk membuat roti cane adalah sebagai berikut, 350 gr tepung terigu, 45 gr mentega, 5 gr garam, 150 gr air, 275 gr orchid butter dan daun seledri diiris. <br><br>Adapun bahan yang diperlukan untuk membuat kari kambing adalah sebagai berikut, 150 gr daging kambing dipotong dadu, 100 gr bawang putih cincang, 50 gr bawang Bombay cincang, 50 gr bumbu kari, 50 gr minyak goreng, 100 gr santan, 10 gr garam, 15 gr lada, 15 gr kaldu bubuk dan 10 gr gula pasir. <br><br>Adapun cara pengolahannya ialah: <br>1. Pembuatan roti cane: Campur semua bahan kering sampai rata. Masukan mentega, aduk hingga rata. Tambahkan telur, lalu tuangkan air dan uleni sampai kalis dan tidak lengket. Potong lalu timbang adonan seberat 60 gr. Diamkan adonan selama minimal 4 jam, tutup dengan kain atau plastik. Tunggu hingga adonan mengembang. Giling adonan dan cetak dengan diameter 30 cm. Kemudian isi dengan orchid butter sebagai pelapis pada kue. Gulung memanjang dan bentuk adonan seperti keong lalu diamkan selama 30 menit. Giling dengan penggiling kayu secara manual, lalu siap panggang dengan wajan anti lengket sampai matang. Sajikan dengan kari kambing. <br>2. Pembuatan kari kambing: Tumis bawang putih hingga harum, kemudian masukkan bawang bombay, daging kambing, bumbu kari instan. Tumis sampai harum, lalu masukan santan, aduk sampai rata .Tambahkan garam, gula pasir, lada dan kaldu bubuk. Masak sampai matang, hidangkan dengan taburan bawang goreng dan roti cane selagi panas. <br><br>Roti Cane Kari Kambing bisa ditemukan di salah satu tempat seperti di <a href='https://goo.gl/maps/eGHUuqw66Yyhd7iQA' target='_blank'>Warung Mie Banglades</a> di Desa Pusong Baru, Kecamatan Banda Sakti, Kota Lhokseumawe, Aceh, Indonesia.",16,Plain,red,"Desa Pusong Baru, Kecamatan Banda Sakti, Kota Lhokseumawe, Aceh, Indonesia.","5,1747473","97,1501466",,,,
Mie Kepiting,media/lhokseumawe/miekepiting.PNG,Screenshot of linked Google Maps,https://goo.gl/maps/isvQbvfR2M3oYcXA9,"Mie Kepiting merupakan salah satu kuliner khas Kota Lhokseumawe. Sesuai pemberian namanya, perpaduan rasa gurih daging kepiting dengan rasa khas mie Aceh serta aneka rempah pilihan yang diberikan menghasilkan cita rasa tiada dua. <br><br>Adapun bahan utama yang perlu disiapkan adalah, 250 gram mie kuning basah, 3 ekor kepiting, segenggam tauge, 1 batang seledri iris halus, 1 batang daun bawang iris halus, merica, garam, kaldu jamur, 1 sdt kaldu bubuk udang, 2 sdm kecap manis, 1 butir telur ayam kocok lepas dan air secukupnya. <br>Serta bahan untuk bumbu halus yang perlu disiapkan adalah, 7 buah cabe merah keriting, 7 buah rawit merah, 5 siung bawang merah, 4 siung bawang putih, 1 ruas jari kunyit bakar, 2 butir kapulaga, 1 butir bunga lawang, ¼ sdt jinten, sejumput adas dan 2 butir cengkeh. <br><br>Adapun cara pengolahan mie kepiting adalah sebagai berikut: <br>1. Bersihkan kepiting, potong menjadi 2 bagian, cuci dan tiriskan. <br>2. Tumis bumbu halus hingga wangi, tambahkan kepiting, tumis sebentar, lalu tambahkan telor ayam, aduk rata. <br>3. Tambahkan tauge, masak sebentar, tambahkan sedikit air. lalu masukkan mie basah, aduk rata. <br>4. Tambahkan kaldu udang, kaldu jamur, garam dan merica bubuk, aduk rata. Masukkan kecap manis, aduk rata. <br>5. Terakhir masukkan seledri dan daun bawang yang sudah diiris, masak hingga bumbu meresap. <br>6. Sajikan dengan emping, acar bawang, potongan timun dan tomat. <br><br>Mie Kepiting ini bisa ditemukan di salah satu tempat seperti di <a href='https://goo.gl/maps/2DXT6dLwDeTXmpuk7' target='_blank'>Crab Crabby Lhokseumawe</a> di Jl. Merdeka, Desa Kuta Blang, Kecamatan Banda Sakti, Kota Lhokseumawe, Aceh, Indonesia.",16,Plain,red,"Jl. Merdeka, Desa Kuta Blang, Kecamatan Banda Sakti, Kota Lhokseumawe, Aceh, Indonesia.","5,1828897","97,1398802",,,,
Kerang Rebus Sambal Nanas,media/lhokseumawe/kerangnanas.png,Source: Sinta Listiyana (2021),https://www.idntimes.com/food/dining-guide/sinta-listiyana-2/kuliner-khas-lhokseumawe-c1c2?page=all,"Salah satu kuliner berbahan seafood khas Lhokseumawe yang memang terletak di daerah pesisir ini adalah kerang dara rebus. Kerang dara memiliki rasa yang gurih dan bertekstur lembut. Yang menjadikan kuliner khas ini adalah sambal nanas yang mendampingi hidangannya. Gurihnya kerang dara dikombinasikan dengan segarnya sambal nanas membuat olahan ini menjadi hidangan di sore hari. <br><br>Adapun bahan utama yang perlu disiapkan adalah, 2 kg kerang dara atau kerang bulu yang masih hidup dan segar, 700 ml air, ¼ sdt garam, 3 siung bawang merah diiris dan 1 batang serai digeprek. <br>Serta bahan untuk sambal nanasnya adalah sebagai berikut, 200 gr nenas yang sudah dibersihkan, 50 gr kacang tanah goreng, 8 buah cabe rawit, 5 buah cabe merah, 2 siung bawang putih, 1 ½ sdm saus sambal, 1 ½ sdm saus tomat dan ½ sdt garam. <br><br>Adapun cara pengolahannya ialah: <br>1. Bersihkan kerang dari sisa-sisa pasir yang menempel dengan cara disikat. <br>2. Rebus kerang dengan api sedang. Masukkan bawang merah, serai dan garam. Rebus selama maksimal 7 menit dalam panci tertutup. Tidak perlu menunggu sampai semua kerang terbuka, jika memasak kerang terlalu lama maka kerang akan kisut. Setelah itu, tiriskan. <br>3. Rebus cabe rawit, cabe merah keriting dan bawang putih dengan sedikit air. Rebus sampai air mendidih. Tiriskan. <br>4. Haluskan cabe rawit, cabe merah dan bawang putih yang sudah direbus tadi. Haluskan bersama bumbu sambal lainnya. <br>5. Sajikan kerang rebus bersama sambal nenas. <br><br>Kerang Rebus Sambal Nanas ini bisa ditemukan di salah satu tempat seperti di sepanjang <a href='https://goo.gl/maps/T7rDH2mXuYodrRyVA' target='_blank'>Jl. Perdagangan</a>, Kecamatan Banda Sakti, Kota Lhokseumawe, Aceh, Indonesia dimana berjejer pedagang kaki lima yang terkenal akan hidangan lautnya.",16,Plain,red,"Jl. Perdagangan, Kecamatan Banda Sakti, Kota Lhokseumawe, Aceh, Indonesia dimana berjejer pedagang kaki lima yang terkenal akan hidangan lautnya.","5,17584443","97,1500652",,,,
Sambai Oen Peugaga,media/lhokseumawe/sambaioenpeugaga.png,Source: Sinta Listiyana (2021),https://www.idntimes.com/food/dining-guide/sinta-listiyana-2/kuliner-khas-lhokseumawe-c1c2?page=all,"Sambai Oen Peugaga merupakan makanan khas Aceh, salah satunya Kota Lhokseumawe. Sambai dalam bahasa aceh berarti sambal dan peugaga adalah daun pegagan atau cilantro. Walaupun makanan ini diartikan sambal bukan berarti makanan ini memiliki rasa pedas, akan tetapi memiliki rasa yang lebih segar dari asam sunti. Masakan ini biasanya disajikan pada saat bulan puasa sebagai pelengkap menu berbuka puasa. Dalam komposisi hidangannya, olahan ini berisi dari daun-daun sayuran serta tanaman obat yang tumbuh di hutan atau perkebunan sekitar. Untuk memberikan rasa yang lebih segar dan berkhasiat, biasanya makanan ini disajikan sebagai lauk nasi. <br><br>Adapun bahan yang di perlukan dalam jenis masakan tersebut adalah sebagai berikut, 50 gr daun peugagan, daun tapak leman, daun krang asel, daun kunyit, daun jambu rel dan daun-daunan lainnya, 4 lembar daun jeruk, 1 batang sereh, ½ butir kelapa gongseng, 2 buah jeruk nipis, 100 gr udang kecil digoreng, 100 gr kacang tanah digoreng, 10 buah cabe hijau, 10 butir bawang merah, 4 buah asam sunti dan garam secukupnya. <br><br>Adapun cara membuatnya adalah sebagai berikut: <br>1. Semua bahan daun-daunan yang telah dikumpulkan lalu dicuci terlebih dahulu hingga bersih. Kemudian dirajang hingga halus <br>2. Iris semua bumbu, campur dengan kelapa gongseng dan diaduk sampai rata. <br>3. Tambahkan udang dan kacang tanah yang sudah dicincang kasar. <br>4. Aduk rujak daun diatas cobek besar. Sajikan. <br><br>Sambai Oen Peugaga Oen ini bisa ditemukan di salah satu tempat seperti di sekitar <a href='https://goo.gl/maps/zACZxJ7LvfiQsTei7' target='_blank'>Jl. Darussalam</a>, Kampung Jawa Baru, Kecamatan Banda Sakti, Kota Lhokseumawe berjejer pedagang kaki lima yang terkenal akan hidangan lautnya.",16,Plain,red,"Jl. Darussalam, Kampung Jawa Baru, Kecamatan Banda Sakti, Kota Lhokseumawe berjejer pedagang kaki lima yang terkenal akan hidangan lautnya.","5,20149386","97,1386619",,,,
Kopi Pancong,media/lhokseumawe/pancong.PNG,Screenshot of linked Google Maps,https://goo.gl/maps/HwnXPkPU88biZRCp6,"Aceh memang terkenal akan biji kopinya. Kenikmatan kopi Aceh bahkan telah diakui hingga penjuru dunia. Kopi Pancong merupakan salah satu minuman khas Aceh, khususnya Kota Lhokseumawe. Pancong dalam masyarakat Aceh berarti setengah. Jadi kopi pamong adalah kopi yang disajikan dengan gelas kecil yang sering ditemui di warung-warung kopi di Aceh. Kopi Pancung memiliki rasa yang kuat sehingga sering dijuluki Espresso Aceh. <br><br>Setiap kopi umumnya hitam, meskipun sama-sama hitam namun memiliki cita rasa yang berbeda, tergantung cara menyeduhkannya. Menyeduhkan kopi tradisional di Aceh pada umumnya memakai saringan segitiga yang ukuran lebih kurang panjang 60 cm dan sebuah teko yang berisi air panas. Cara membuat minuman kopinya dengan cara menyaring berulang- ulang dan saring diangkat tinggi-tinggi, baru dituangkan kedalam gelas yang kelihatannya berbuih di atasnya. <br><br>Sebenarnya proses pembuatan minuman kopi tidak terlalu sulit tergantung dengan pada cara penyaringan yang dilakukan dalam menyedunya. Ada beberapa langkah mendapatkan kopi dengan cita rasa yang khas, yaitu: <br>1. Mengambil bubuk olahan yang sudah terkenal enak. <br>2. Menyaring kopi berkali-kali dengan cara mengangkat tinggi-tinggi, guna untuk menghilangkan asap supaya kopi tidak rasa asam. <br>3. Mengganti bubuk kopi setelah menyaring sekitar 15 gelas. <br><br>Kopi Pancong ini bisa ditemukan di salah satu tempat seperti di <a href='https://goo.gl/maps/mnXNEo4bwdXp1rwp6' target='_blank'>Dr. Kupi Expresso</a> di Jl Simpang Buloh, Desa Meunasah Mesjid, Kecamatan Muara Dua, Kota Lhokseumawe, Aceh, Indonesia.",16,Plain,blue,"Jl Simpang Buloh, Desa Meunasah Mesjid, Kecamatan Muara Dua, Kota Lhokseumawe, Aceh, Indonesia.","5,17568606","97,1258009",,,,
Aceh Timur,,,,"Kabupaten Aceh Timur merupakan wilayah dengan keunggulan dalam sektor pertanian dan perkebunan, serta beberapa kawasan industri hasil pertanian. <br><br>Berikut ini ditampilkan kuliner tradisional khas Kabupaten Aceh Timur.",10,Hidden,,Aceh Timur,"4,60402692","97,611538",,,,
